Shoulder_q1,Elbow_q2
35.980611857937426,-98.26719245693157
36.5962076009082,-98.69440446775126
37.21229183444295,-99.11383363793782
37.82886926648406,-99.52547567043052
38.44594184926004,-99.92932426945133
38.44594172904878,-99.92932417416229
39.077095561413756,-99.99682463128583
39.70490110707252,-100.05318946115509
40.32922626402892,-100.09841302131144
40.9499374097787,-100.13249065392745
41.566899692048025,-100.15541882448566
42.17997721191533,-100.1671951429433
42.78903320855127,-100.16781837799581
42.78903312516597,-100.16781827069863
43.39603535940952,-100.1572321480141
43.99871007042977,-100.13541584414999
44.596917657484845,-100.10237175890788
45.19051831592724,-100.0581033456727
45.77937230854906,-100.002615199397
46.36334015015174,-99.93591302877942
46.94228278925029,-99.85800362149432
46.9422827312587,-99.85800350905282
47.253225218562086,-99.44657873835712
47.55705019974492,-99.02746283571183
47.85373065554567,-98.60066092244966
48.14324113811528,-98.1661759321244
48.425557653365985,-97.72400862500241
48.42555766819564,-97.72400849683717
48.70116969248374,-97.27312404475224
48.969512721714736,-96.81451960691133
49.23056637721418,-96.34818883267698
49.48431132920731,-95.87412259580765
49.73072916692815,-95.3923090016358
49.73072917761059,-95.39230886429122
49.49133587955531,-94.87615996336221
49.25095047223057,-94.35787341243831
49.00955624190256,-93.8374115282229
48.76713602735022,-93.31473564510148
48.52367220561161,-92.78980608291437
48.27914667486773,-92.2625821084747
48.2791466721635,-92.26258210264295
48.2791466721635,-92.26258210264295
48.2791466721635,-92.26258210264295
48.25607947341072,-92.2292956984135
48.109400897372765,-92.01763573804601
47.75393335634049,-91.50468935092438
47.14189430111122,-90.62150541450784
46.257910215854544,-89.34589965458763
45.11403061297807,-87.6952597455436
43.74474202799331,-85.7193504106008
42.20198201438144,-83.49311852208614
40.5501531384591,-81.10949820168499
38.86113697424424,-78.67221592069777
37.209308098321905,-76.28859560029662
35.66654808471004,-74.06236371178196
34.297259499725286,-72.08645437683919
33.153379896848804,-70.43581446779513
32.269395811592105,-69.1602087078749
31.657356756362855,-68.27702477145839
31.301889215330583,-67.76407838433673
31.15521063929263,-67.55241842396927
31.13214344053985,-67.5191320197398
31.132143439172975,-67.5191320172363
31.132143439172975,-67.5191320172363
30.694098853793616,-67.55263751780608
30.25133985105369,-67.57526734605845
29.80392574428201,-67.58702702187077
29.351914420772566,-67.5879193075262
28.89536239506157,-67.57794441248612
28.434324767040515,-67.55709999411748
27.96885517652854,-67.52538114955335
27.49900575436582,-67.48278039865164
27.024827070072174,-67.42928765798023
26.546368076095728,-67.3648902057192
